Round,OPP_current,Board,P
2.0,1.0,5.0,5e-05
2.0,1.0,6.0,5e-05
2.0,1.0,7.0,5e-05
2.0,1.0,8.0,5e-05
2.0,1.0,9.0,5e-05
2.0,1.0,10.0,5e-05
2.0,1.0,11.0,5e-05
2.0,1.0,12.0,5e-05
2.0,1.0,13.0,5e-05
2.0,1.0,14.0,5e-05
2.0,1.0,15.0,5e-05
2.0,1.0,16.0,5e-05
2.0,1.0,17.0,5e-05
2.0,10.0,1.0,0.0012
2.0,10.0,2.0,0.0149
2.0,10.0,3.0,0.0158
2.0,10.0,4.0,0.0185
2.0,10.0,5.0,0.4742
2.0,10.0,6.0,0.0
2.0,10.0,7.0,0.0
2.0,10.0,8.0,0.0
2.0,10.0,9.0,0.0
2.0,10.0,10.0,0.4754
2.0,10.0,11.0,0.0
2.0,10.0,12.0,0.0
2.0,10.0,13.0,0.0
2.0,10.0,14.0,0.0
2.0,10.0,15.0,0.0
2.0,10.0,16.0,0.0
2.0,10.0,17.0,0.0
2.0,11.0,1.0,0.0025
2.0,11.0,2.0,0.0308
2.0,11.0,3.0,0.0288
2.0,11.0,4.0,0.044
2.0,11.0,5.0,0.118
2.0,11.0,6.0,0.3012
2.0,11.0,7.0,0.1589
2.0,11.0,8.0,0.0514
2.0,11.0,9.0,0.0503
2.0,11.0,10.0,0.0507
2.0,11.0,11.0,0.1633
2.0,11.0,12.0,0.0
2.0,11.0,13.0,0.0
2.0,11.0,14.0,0.0
2.0,11.0,15.0,0.0
2.0,11.0,16.0,0.0
2.0,11.0,17.0,0.0
2.0,12.0,1.0,0.0023
2.0,12.0,2.0,0.028
2.0,12.0,3.0,0.0209
2.0,12.0,4.0,0.0386
2.0,12.0,5.0,0.0975
2.0,12.0,6.0,0.2637
2.0,12.0,7.0,0.1263
2.0,12.0,8.0,0.0459
2.0,12.0,9.0,0.0457
2.0,12.0,10.0,0.0426
2.0,12.0,11.0,0.0
2.0,12.0,12.0,0.2885
2.0,12.0,13.0,0.0
2.0,12.0,14.0,0.0
2.0,12.0,15.0,0.0
2.0,12.0,16.0,0.0
2.0,12.0,17.0,0.0
2.0,13.0,1.0,0.0294
2.0,13.0,2.0,0.1953
2.0,13.0,3.0,0.1204
2.0,13.0,4.0,0.1446
2.0,13.0,5.0,0.2139
2.0,13.0,6.0,0.1142
2.0,13.0,7.0,0.0501
2.0,13.0,8.0,0.0155
2.0,13.0,9.0,0.0119
2.0,13.0,10.0,0.0114
2.0,13.0,11.0,0.0045
2.0,13.0,12.0,0.0019
2.0,13.0,13.0,0.0868
2.0,13.0,14.0,0.0
2.0,13.0,15.0,0.0
2.0,13.0,16.0,0.0
2.0,13.0,17.0,0.0
2.0,14.0,1.0,0.0077
2.0,14.0,2.0,0.0986
2.0,14.0,3.0,0.0952
2.0,14.0,4.0,0.1365
2.0,14.0,5.0,0.2565
2.0,14.0,6.0,0.1566
2.0,14.0,7.0,0.0822
2.0,14.0,8.0,0.0238
2.0,14.0,9.0,0.0231
2.0,14.0,10.0,0.0288
2.0,14.0,11.0,0.0195
2.0,14.0,12.0,0.0064
2.0,14.0,13.0,0.0047
2.0,14.0,14.0,0.0604
2.0,14.0,15.0,0.0
2.0,14.0,16.0,0.0
2.0,14.0,17.0,0.0
2.0,15.0,1.0,0.0
2.0,15.0,2.0,0.0
2.0,15.0,3.0,0.0
2.0,15.0,4.0,0.0
2.0,15.0,5.0,0.034
2.0,15.0,6.0,0.1926
2.0,15.0,7.0,0.0926
2.0,15.0,8.0,0.0286
2.0,15.0,9.0,0.0301
2.0,15.0,10.0,0.0289
2.0,15.0,11.0,0.2964
2.0,15.0,12.0,0.2459
2.0,15.0,13.0,0.0
2.0,15.0,14.0,0.0
2.0,15.0,15.0,0.0509
2.0,15.0,16.0,0.0
2.0,15.0,17.0,0.0
2.0,16.0,1.0,0.0
2.0,16.0,2.0,0.0
2.0,16.0,3.0,0.0
2.0,16.0,4.0,0.0
2.0,16.0,5.0,0.033
2.0,16.0,6.0,0.1099
2.0,16.0,7.0,0.0385
2.0,16.0,8.0,0.0165
2.0,16.0,9.0,0.0165
2.0,16.0,10.0,0.0165
2.0,16.0,11.0,0.0604
2.0,16.0,12.0,0.5385
2.0,16.0,13.0,0.0
2.0,16.0,14.0,0.0
2.0,16.0,15.0,0.033
2.0,16.0,16.0,0.1374
2.0,16.0,17.0,0.0
2.0,17.0,1.0,0.0
2.0,17.0,2.0,0.1852
2.0,17.0,3.0,0.0741
2.0,17.0,4.0,0.1852
2.0,17.0,5.0,0.1852
2.0,17.0,6.0,0.0741
2.0,17.0,7.0,0.0741
2.0,17.0,8.0,0.0
2.0,17.0,9.0,0.0
2.0,17.0,10.0,0.0
2.0,17.0,11.0,0.0
2.0,17.0,12.0,0.0
2.0,17.0,13.0,0.0741
2.0,17.0,14.0,0.0741
2.0,17.0,15.0,0.0
2.0,17.0,16.0,0.0
2.0,17.0,17.0,0.0741
2.0,2.0,1.0,0.0591
2.0,2.0,2.0,0.9409
2.0,2.0,3.0,0.0
2.0,2.0,4.0,0.0
2.0,2.0,5.0,0.0
2.0,2.0,6.0,0.0
2.0,2.0,7.0,0.0
2.0,2.0,8.0,0.0
2.0,2.0,9.0,0.0
2.0,2.0,10.0,0.0
2.0,2.0,11.0,0.0
2.0,2.0,12.0,0.0
2.0,2.0,13.0,0.0
2.0,2.0,14.0,0.0
2.0,2.0,15.0,0.0
2.0,2.0,16.0,0.0
2.0,2.0,17.0,0.0
2.0,3.0,1.0,0.0206
2.0,3.0,2.0,0.2798
2.0,3.0,3.0,0.6997
2.0,3.0,4.0,0.0
2.0,3.0,5.0,0.0
2.0,3.0,6.0,0.0
2.0,3.0,7.0,0.0
2.0,3.0,8.0,0.0
2.0,3.0,9.0,0.0
2.0,3.0,10.0,0.0
2.0,3.0,11.0,0.0
2.0,3.0,12.0,0.0
2.0,3.0,13.0,0.0
2.0,3.0,14.0,0.0
2.0,3.0,15.0,0.0
2.0,3.0,16.0,0.0
2.0,3.0,17.0,0.0
2.0,4.0,1.0,0.0123
2.0,4.0,2.0,0.1419
2.0,4.0,3.0,0.133
2.0,4.0,4.0,0.7128
2.0,4.0,5.0,0.0
2.0,4.0,6.0,0.0
2.0,4.0,7.0,0.0
2.0,4.0,8.0,0.0
2.0,4.0,9.0,0.0
2.0,4.0,10.0,0.0
2.0,4.0,11.0,0.0
2.0,4.0,12.0,0.0
2.0,4.0,13.0,0.0
2.0,4.0,14.0,0.0
2.0,4.0,15.0,0.0
2.0,4.0,16.0,0.0
2.0,4.0,17.0,0.0
2.0,5.0,1.0,0.0064
2.0,5.0,2.0,0.0885
2.0,5.0,3.0,0.0789
2.0,5.0,4.0,0.1233
2.0,5.0,5.0,0.7028
2.0,5.0,6.0,0.0
2.0,5.0,7.0,0.0
2.0,5.0,8.0,0.0
2.0,5.0,9.0,0.0
2.0,5.0,10.0,0.0
2.0,5.0,11.0,0.0
2.0,5.0,12.0,0.0
2.0,5.0,13.0,0.0
2.0,5.0,14.0,0.0
2.0,5.0,15.0,0.0
2.0,5.0,16.0,0.0
2.0,5.0,17.0,0.0
2.0,6.0,1.0,0.0103
2.0,6.0,2.0,0.1104
2.0,6.0,3.0,0.0893
2.0,6.0,4.0,0.1327
2.0,6.0,5.0,0.1844
2.0,6.0,6.0,0.4729
2.0,6.0,7.0,0.0
2.0,6.0,8.0,0.0
2.0,6.0,9.0,0.0
2.0,6.0,10.0,0.0
2.0,6.0,11.0,0.0
2.0,6.0,12.0,0.0
2.0,6.0,13.0,0.0
2.0,6.0,14.0,0.0
2.0,6.0,15.0,0.0
2.0,6.0,16.0,0.0
2.0,6.0,17.0,0.0
2.0,7.0,1.0,0.0007
2.0,7.0,2.0,0.1201
2.0,7.0,3.0,0.0901
2.0,7.0,4.0,0.1328
2.0,7.0,5.0,0.1857
2.0,7.0,6.0,0.0
2.0,7.0,7.0,0.4706
2.0,7.0,8.0,0.0
2.0,7.0,9.0,0.0
2.0,7.0,10.0,0.0
2.0,7.0,11.0,0.0
2.0,7.0,12.0,0.0
2.0,7.0,13.0,0.0
2.0,7.0,14.0,0.0
2.0,7.0,15.0,0.0
2.0,7.0,16.0,0.0
2.0,7.0,17.0,0.0
2.0,8.0,1.0,0.0012
2.0,8.0,2.0,0.0125
2.0,8.0,3.0,0.2111
2.0,8.0,4.0,0.1304
2.0,8.0,5.0,0.1825
2.0,8.0,6.0,0.0
2.0,8.0,7.0,0.0
2.0,8.0,8.0,0.4623
2.0,8.0,9.0,0.0
2.0,8.0,10.0,0.0
2.0,8.0,11.0,0.0
2.0,8.0,12.0,0.0
2.0,8.0,13.0,0.0
2.0,8.0,14.0,0.0
2.0,8.0,15.0,0.0
2.0,8.0,16.0,0.0
2.0,8.0,17.0,0.0
2.0,9.0,1.0,0.0
2.0,9.0,2.0,0.0126
2.0,9.0,3.0,0.0117
2.0,9.0,4.0,0.3249
2.0,9.0,5.0,0.1878
2.0,9.0,6.0,0.0
2.0,9.0,7.0,0.0
2.0,9.0,8.0,0.0
2.0,9.0,9.0,0.4629
2.0,9.0,10.0,0.0
2.0,9.0,11.0,0.0
2.0,9.0,12.0,0.0
2.0,9.0,13.0,0.0
2.0,9.0,14.0,0.0
2.0,9.0,15.0,0.0
2.0,9.0,16.0,0.0
2.0,9.0,17.0,0.0
3.0,1.0,1.0,5e-05
3.0,1.0,2.0,5e-05
3.0,1.0,3.0,5e-05
3.0,1.0,4.0,5e-05
3.0,1.0,5.0,5e-05
3.0,1.0,6.0,5e-05
3.0,1.0,7.0,5e-05
3.0,1.0,8.0,5e-05
3.0,1.0,9.0,5e-05
3.0,1.0,10.0,5e-05
3.0,1.0,11.0,5e-05
3.0,1.0,12.0,5e-05
3.0,1.0,13.0,5e-05
3.0,1.0,14.0,5e-05
3.0,1.0,15.0,5e-05
3.0,1.0,16.0,5e-05
3.0,1.0,17.0,5e-05
3.0,10.0,1.0,0.0012
3.0,10.0,2.0,0.0149
3.0,10.0,3.0,0.0158
3.0,10.0,4.0,0.0185
3.0,10.0,5.0,0.4742
3.0,10.0,6.0,0.0
3.0,10.0,7.0,0.0
3.0,10.0,8.0,0.0
3.0,10.0,9.0,0.0
3.0,10.0,10.0,0.4754
3.0,10.0,11.0,0.0
3.0,10.0,12.0,0.0
3.0,10.0,13.0,0.0
3.0,10.0,14.0,0.0
3.0,10.0,15.0,0.0
3.0,10.0,16.0,0.0
3.0,10.0,17.0,0.0
3.0,11.0,1.0,0.0025
3.0,11.0,2.0,0.0308
3.0,11.0,3.0,0.0288
3.0,11.0,4.0,0.044
3.0,11.0,5.0,0.118
3.0,11.0,6.0,0.3012
3.0,11.0,7.0,0.1589
3.0,11.0,8.0,0.0514
3.0,11.0,9.0,0.0503
3.0,11.0,10.0,0.0507
3.0,11.0,11.0,0.1633
3.0,11.0,12.0,0.0
3.0,11.0,13.0,0.0
3.0,11.0,14.0,0.0
3.0,11.0,15.0,0.0
3.0,11.0,16.0,0.0
3.0,11.0,17.0,0.0
3.0,12.0,1.0,0.0023
3.0,12.0,2.0,0.028
3.0,12.0,3.0,0.0209
3.0,12.0,4.0,0.0386
3.0,12.0,5.0,0.0975
3.0,12.0,6.0,0.2637
3.0,12.0,7.0,0.1263
3.0,12.0,8.0,0.0459
3.0,12.0,9.0,0.0457
3.0,12.0,10.0,0.0426
3.0,12.0,11.0,0.0
3.0,12.0,12.0,0.2885
3.0,12.0,13.0,0.0
3.0,12.0,14.0,0.0
3.0,12.0,15.0,0.0
3.0,12.0,16.0,0.0
3.0,12.0,17.0,0.0
3.0,13.0,1.0,0.0294
3.0,13.0,2.0,0.1953
3.0,13.0,3.0,0.1204
3.0,13.0,4.0,0.1446
3.0,13.0,5.0,0.2139
3.0,13.0,6.0,0.1142
3.0,13.0,7.0,0.0501
3.0,13.0,8.0,0.0155
3.0,13.0,9.0,0.0119
3.0,13.0,10.0,0.0114
3.0,13.0,11.0,0.0045
3.0,13.0,12.0,0.0019
3.0,13.0,13.0,0.0868
3.0,13.0,14.0,0.0
3.0,13.0,15.0,0.0
3.0,13.0,16.0,0.0
3.0,13.0,17.0,0.0
3.0,14.0,1.0,0.0077
3.0,14.0,2.0,0.0986
3.0,14.0,3.0,0.0952
3.0,14.0,4.0,0.1365
3.0,14.0,5.0,0.2565
3.0,14.0,6.0,0.1566
3.0,14.0,7.0,0.0822
3.0,14.0,8.0,0.0238
3.0,14.0,9.0,0.0231
3.0,14.0,10.0,0.0288
3.0,14.0,11.0,0.0195
3.0,14.0,12.0,0.0064
3.0,14.0,13.0,0.0047
3.0,14.0,14.0,0.0604
3.0,14.0,15.0,0.0
3.0,14.0,16.0,0.0
3.0,14.0,17.0,0.0
3.0,15.0,1.0,0.0
3.0,15.0,2.0,0.0
3.0,15.0,3.0,0.0
3.0,15.0,4.0,0.0
3.0,15.0,5.0,0.034
3.0,15.0,6.0,0.1926
3.0,15.0,7.0,0.0926
3.0,15.0,8.0,0.0286
3.0,15.0,9.0,0.0301
3.0,15.0,10.0,0.0289
3.0,15.0,11.0,0.2964
3.0,15.0,12.0,0.2459
3.0,15.0,13.0,0.0
3.0,15.0,14.0,0.0
3.0,15.0,15.0,0.0509
3.0,15.0,16.0,0.0
3.0,15.0,17.0,0.0
3.0,16.0,1.0,0.0
3.0,16.0,2.0,0.0
3.0,16.0,3.0,0.0
3.0,16.0,4.0,0.0
3.0,16.0,5.0,0.033
3.0,16.0,6.0,0.1099
3.0,16.0,7.0,0.0385
3.0,16.0,8.0,0.0165
3.0,16.0,9.0,0.0165
3.0,16.0,10.0,0.0165
3.0,16.0,11.0,0.0604
3.0,16.0,12.0,0.5385
3.0,16.0,13.0,0.0
3.0,16.0,14.0,0.0
3.0,16.0,15.0,0.033
3.0,16.0,16.0,0.1374
3.0,16.0,17.0,0.0
3.0,17.0,1.0,0.0
3.0,17.0,2.0,0.1852
3.0,17.0,3.0,0.0741
3.0,17.0,4.0,0.1852
3.0,17.0,5.0,0.1852
3.0,17.0,6.0,0.0741
3.0,17.0,7.0,0.0741
3.0,17.0,8.0,0.0
3.0,17.0,9.0,0.0
3.0,17.0,10.0,0.0
3.0,17.0,11.0,0.0
3.0,17.0,12.0,0.0
3.0,17.0,13.0,0.0741
3.0,17.0,14.0,0.0741
3.0,17.0,15.0,0.0
3.0,17.0,16.0,0.0
3.0,17.0,17.0,0.0741
3.0,2.0,1.0,0.0591
3.0,2.0,2.0,0.9409
3.0,2.0,3.0,0.0
3.0,2.0,4.0,0.0
3.0,2.0,5.0,0.0
3.0,2.0,6.0,0.0
3.0,2.0,7.0,0.0
3.0,2.0,8.0,0.0
3.0,2.0,9.0,0.0
3.0,2.0,10.0,0.0
3.0,2.0,11.0,0.0
3.0,2.0,12.0,0.0
3.0,2.0,13.0,0.0
3.0,2.0,14.0,0.0
3.0,2.0,15.0,0.0
3.0,2.0,16.0,0.0
3.0,2.0,17.0,0.0
3.0,3.0,1.0,0.0206
3.0,3.0,2.0,0.2798
3.0,3.0,3.0,0.6997
3.0,3.0,4.0,0.0
3.0,3.0,5.0,0.0
3.0,3.0,6.0,0.0
3.0,3.0,7.0,0.0
3.0,3.0,8.0,0.0
3.0,3.0,9.0,0.0
3.0,3.0,10.0,0.0
3.0,3.0,11.0,0.0
3.0,3.0,12.0,0.0
3.0,3.0,13.0,0.0
3.0,3.0,14.0,0.0
3.0,3.0,15.0,0.0
3.0,3.0,16.0,0.0
3.0,3.0,17.0,0.0
3.0,4.0,1.0,0.0123
3.0,4.0,2.0,0.1419
3.0,4.0,3.0,0.133
3.0,4.0,4.0,0.7128
3.0,4.0,5.0,0.0
3.0,4.0,6.0,0.0
3.0,4.0,7.0,0.0
3.0,4.0,8.0,0.0
3.0,4.0,9.0,0.0
3.0,4.0,10.0,0.0
3.0,4.0,11.0,0.0
3.0,4.0,12.0,0.0
3.0,4.0,13.0,0.0
3.0,4.0,14.0,0.0
3.0,4.0,15.0,0.0
3.0,4.0,16.0,0.0
3.0,4.0,17.0,0.0
3.0,5.0,1.0,0.0064
3.0,5.0,2.0,0.0885
3.0,5.0,3.0,0.0789
3.0,5.0,4.0,0.1233
3.0,5.0,5.0,0.7028
3.0,5.0,6.0,0.0
3.0,5.0,7.0,0.0
3.0,5.0,8.0,0.0
3.0,5.0,9.0,0.0
3.0,5.0,10.0,0.0
3.0,5.0,11.0,0.0
3.0,5.0,12.0,0.0
3.0,5.0,13.0,0.0
3.0,5.0,14.0,0.0
3.0,5.0,15.0,0.0
3.0,5.0,16.0,0.0
3.0,5.0,17.0,0.0
3.0,6.0,1.0,0.0103
3.0,6.0,2.0,0.1104
3.0,6.0,3.0,0.0893
3.0,6.0,4.0,0.1327
3.0,6.0,5.0,0.1844
3.0,6.0,6.0,0.4729
3.0,6.0,7.0,0.0
3.0,6.0,8.0,0.0
3.0,6.0,9.0,0.0
3.0,6.0,10.0,0.0
3.0,6.0,11.0,0.0
3.0,6.0,12.0,0.0
3.0,6.0,13.0,0.0
3.0,6.0,14.0,0.0
3.0,6.0,15.0,0.0
3.0,6.0,16.0,0.0
3.0,6.0,17.0,0.0
3.0,7.0,1.0,0.0007
3.0,7.0,2.0,0.1201
3.0,7.0,3.0,0.0901
3.0,7.0,4.0,0.1328
3.0,7.0,5.0,0.1857
3.0,7.0,6.0,0.0
3.0,7.0,7.0,0.4706
3.0,7.0,8.0,0.0
3.0,7.0,9.0,0.0
3.0,7.0,10.0,0.0
3.0,7.0,11.0,0.0
3.0,7.0,12.0,0.0
3.0,7.0,13.0,0.0
3.0,7.0,14.0,0.0
3.0,7.0,15.0,0.0
3.0,7.0,16.0,0.0
3.0,7.0,17.0,0.0
3.0,8.0,1.0,0.0012
3.0,8.0,2.0,0.0125
3.0,8.0,3.0,0.2111
3.0,8.0,4.0,0.1304
3.0,8.0,5.0,0.1825
3.0,8.0,6.0,0.0
3.0,8.0,7.0,0.0
3.0,8.0,8.0,0.4623
3.0,8.0,9.0,0.0
3.0,8.0,10.0,0.0
3.0,8.0,11.0,0.0
3.0,8.0,12.0,0.0
3.0,8.0,13.0,0.0
3.0,8.0,14.0,0.0
3.0,8.0,15.0,0.0
3.0,8.0,16.0,0.0
3.0,8.0,17.0,0.0
3.0,9.0,1.0,0.0
3.0,9.0,2.0,0.0126
3.0,9.0,3.0,0.0117
3.0,9.0,4.0,0.3249
3.0,9.0,5.0,0.1878
3.0,9.0,6.0,0.0
3.0,9.0,7.0,0.0
3.0,9.0,8.0,0.0
3.0,9.0,9.0,0.4629
3.0,9.0,10.0,0.0
3.0,9.0,11.0,0.0
3.0,9.0,12.0,0.0
3.0,9.0,13.0,0.0
3.0,9.0,14.0,0.0
3.0,9.0,15.0,0.0
3.0,9.0,16.0,0.0
3.0,9.0,17.0,0.0
